PropID,DataID,Property,Value,Prop_Type,Prop_refID,Obtained_from,From Org. Paper
prop3058,data008915,dG,-4.01664,EST,ref0136,Estimated using a solvation model (see methods description for details),TRUE
prop3059,data008916,dG,-6.23416,EST,ref0136,Estimated using a solvation model (see methods description for details),TRUE
prop3060,data008917,dG,-1.2552,EST,ref0136,Estimated using a solvation model (see methods description for details),TRUE
prop3061,data008918,dG,-18.45144,EST,ref0136,Estimated using a solvation model (see methods description for details),TRUE
prop3062,data008919,dG,-17.32176,EST,ref0136,Estimated using a solvation model (see methods description for details),TRUE
prop3063,data008920,dG,-24.09984,EST,ref0136,Estimated using a solvation model (see methods description for details),TRUE
prop3064,data008921,dG,-10.58552,EST,ref0136,Estimated using a solvation model (see methods description for details),TRUE
prop3065,data008922,dG,-13.13776,EST,ref0136,Estimated using a solvation model (see methods description for details),TRUE
prop3066,data008923,dG,-13.1796,EST,ref0136,Estimated using a solvation model (see methods description for details),TRUE
prop3067,data008924,dG,-19.79032,EST,ref0136,Estimated using a solvation model (see methods description for details),TRUE
prop3068,data008925,dG,-13.43064,EST,ref0136,Estimated using a solvation model (see methods description for details),TRUE
prop3069,data008926,dG,-15.98288,EST,ref0136,Estimated using a solvation model (see methods description for details),TRUE
prop3070,data008927,dG,-13.09592,EST,ref0136,Estimated using a solvation model (see methods description for details),TRUE
prop3071,data008928,dG,-12.51016,EST,ref0136,Estimated using a solvation model (see methods description for details),TRUE
prop3072,data008929,dG,-11.96624,EST,ref0136,Estimated using a solvation model (see methods description for details),TRUE
prop3073,data008930,dG,3.43088,EST,ref0136,Estimated using a solvation model (see methods description for details),TRUE
prop3074,data008931,dG,-2.76144,EST,ref0136,Estimated using a solvation model (see methods description for details),TRUE
prop3075,data008932,dG,-17.74016,EST,ref0136,Estimated using a solvation model (see methods description for details),TRUE
prop3076,data008933,dG,-20.16688,EST,ref0136,Estimated using a solvation model (see methods description for details),TRUE
prop3077,data008934,dG,-20.75264,EST,ref0136,Estimated using a solvation model (see methods description for details),TRUE
prop3078,data008935,dG,-22.34256,EST,ref0136,Estimated using a solvation model (see methods description for details),TRUE
prop3079,data010370,dG,-2.5104,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3080,data010371,dG,-5.8576,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3081,data010372,dG,-6.6944,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3082,data010373,dG,-15.4808,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3083,data010374,dG,-22.1752,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3084,data010375,dG,-20.92,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3085,data010376,dG,-26.3592,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3086,data010377,dG,-30.1248,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3087,data010378,dG,-18.4096,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3088,data010379,dG,-23.4304,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3089,data010380,dG,-23.4304,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3090,data010381,dG,-25.5224,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3091,data010382,dG,-14.2256,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3092,data010383,dG,-26.7776,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3093,data010384,dG,-19.2464,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3094,data010385,dG,-30.9616,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3095,data010386,dG,-17.5728,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3096,data010387,dG,-28.8696,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3097,data010388,dG,-6.276,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3098,data010389,dG,-14.2256,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3099,data010390,dG,-13.8072,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3100,data010391,dG,-17.9912,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3101,data010392,dG,-13.3888,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3102,data010393,dG,-15.8992,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3103,data010394,dG,-17.5728,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3104,data010395,dG,-20.5016,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3105,data010396,dG,-0.4184,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3106,data010397,dG,-5.8576,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3107,data010398,dG,-7.9496,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3108,data010399,dG,-8.368,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3109,data010400,dG,-12.1336,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3110,data010401,dG,-3.3472,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3111,data010402,dG,-6.6944,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3112,data010403,dG,-7.5312,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3113,data010404,dG,-15.4808,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3114,data010405,dG,-20.92,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3115,data010406,dG,-20.92,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3116,data010407,dG,-25.5224,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3117,data010408,dG,-28.4512,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3118,data010409,dG,-17.5728,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3119,data010410,dG,-23.012,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3120,data010411,dG,-21.7568,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3121,data010412,dG,-28.4512,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3122,data010413,dG,-14.644,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3123,data010414,dG,-26.3592,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3124,data010415,dG,-19.2464,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3125,data010416,dG,-30.5432,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3126,data010417,dG,-17.5728,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3127,data010418,dG,-29.288,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3128,data010419,dG,-5.8576,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3129,data010420,dG,-15.8992,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3130,data010421,dG,-14.2256,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3131,data010422,dG,-17.9912,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3132,data010423,dG,-14.2256,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3133,data010424,dG,-15.0624,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3134,data010425,dG,-17.1544,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3135,data010426,dG,-19.6648,EST,ref0148,Estimated using a solvation model (see methods description for details),TRUE
prop3136,data010427,dG,2.84512,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3137,data010428,dG,-2.84512,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3138,data010429,dG,-5.52288,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3139,data010430,dG,-7.61488,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3140,data010431,dG,-9.70688,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3141,data010432,dG,-11.7152,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3142,data010433,dG,-13.8072,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3143,data010434,dG,-15.85736,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3144,data010435,dG,-6.44336,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3145,data010436,dG,-6.77808,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3146,data010437,dG,-10.46,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3147,data010438,dG,-14.26744,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3148,data010439,dG,-16.02472,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3149,data010440,dG,-15.81552,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3150,data010441,dG,-0.54392,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3151,data010442,dG,-4.97896,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3152,data010443,dG,-5.69024,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3153,data010444,dG,-7.40568,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3154,data010445,dG,-6.77808,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3155,data010446,dG,-10.83656,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3156,data010447,dG,-0.71128,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3157,data010448,dG,-8.5772,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3158,data010449,dG,-11.21312,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3159,data010450,dG,-13.3888,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3160,data010451,dG,-19.0372,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3161,data010452,dG,-20.87816,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3162,data010453,dG,-21.88232,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3163,data010454,dG,-23.012,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3164,data010455,dG,-22.76096,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3165,data010456,dG,-22.67728,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3166,data010457,dG,-30.79424,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3167,data010458,dG,-42.00736,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3168,data010459,dG,-18.70248,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3169,data010460,dG,-22.34256,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3170,data010461,dG,-37.40496,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3171,data010462,dG,-24.01616,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3172,data010463,dG,-20.92,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3173,data010464,dG,-25.18768,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3174,data010465,dG,-21.7568,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3175,data010466,dG,-27.27968,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3176,data010467,dG,-32.76072,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3177,data010468,dG,-28.99512,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3178,data010469,dG,-33.97408,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3179,data010470,dG,-34.35064,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3180,data010471,dG,-34.22512,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3181,data010472,dG,-31.08712,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3182,data010473,dG,-33.55568,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3183,data010474,dG,-38.57648,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3184,data010475,dG,-8.11696,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3185,data010476,dG,-18.74432,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3186,data010477,dG,-22.13336,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3187,data010478,dG,-13.76536,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
